,time,temp
0,0.004998445510864258,24.73791610087579
1,0.13393759727478027,24.72825975885877
2,0.2568528652191162,24.737916100871725
3,0.38178157806396484,24.738989027764134
4,0.5087099075317383,24.736843173985008
5,0.6346518993377686,24.730405612640332
6,0.7615656852722168,24.737916100871725
7,0.8871512413024902,24.72182219753115
8,1.0140602588653564,24.73040561263708
9,1.1406824588775635,24.727186831970428
10,1.2676219940185547,24.72182219753034
11,1.3935234546661377,24.734697320202635
12,1.5194628238677979,24.721822197529526
13,1.6453800201416016,24.722895124428433
14,1.7713217735290527,24.71431170932494
15,1.8982388973236084,24.717530489982657
16,2.0221846103668213,24.71323878243904
17,2.1480939388275146,24.71431170932656
18,2.2750403881073,24.72074927064525
19,2.401949644088745,24.72289512441787
20,2.52789568901062,24.71109292866966
21,2.6548187732696533,24.71109292866966
22,2.779733896255493,24.710020001784564
23,2.9066805839538574,24.70680122113415
24,3.033895254135132,24.7046553673664
25,3.160814046859741,24.707874148018437
26,3.285743474960327,24.693926098553614
27,3.4116714000701904,24.70787414801681
28,3.5376052856445312,24.698217806074506
29,3.6645140647888184,24.69929073295392
30,3.7914416790008545,24.708947074901904
31,3.919382095336914,24.698217806072886
32,4.046297550201416,24.694999025428967
33,4.1722252368927,24.687488537271456
34,4.299152135848999,24.68856146415249
35,4.423094749450684,24.694999025432214
36,4.549167633056641,24.68534268352155
37,4.675108909606934,24.692853171676635
38,4.801037073135376,24.686415610394477
39,4.926246881484985,24.69392609855848
40,5.052175045013428,24.6810509760039
41,5.179116249084473,24.687488537273076
42,5.306032180786133,24.683196829759485
43,5.431977033615112,24.68319682976029
44,5.555889129638672,24.67783219537702
45,5.680830955505371,24.68212390288088
46,5.807433605194092,24.679978049128547
47,5.933381795883179,24.671394634124063
48,6.060288667678833,24.68212390288088
49,6.186218023300171,24.671394634125683
50,6.3131585121154785,24.679978049128547
51,6.439071893692017,24.671394634120816
52,6.564097166061401,24.67568634162225
53,6.691025018692017,24.68748853727227
54,6.8179543018341064,24.672467561001042
55,6.943841934204102,24.676759268498415
56,7.069787263870239,24.668175853501232
57,7.195697069168091,24.67568634162225
58,7.322625160217285,24.672467560996175
59,7.449552297592163,24.662811219134177
60,7.5764806270599365,24.672467561001042
61,7.70141077041626,24.66602999975295
62,7.827337265014648,24.67032170724627
63,7.953077077865601,24.660665365388322
64,8.079023122787476,24.66602999975133
65,8.205609321594238,24.667102926625063
66,8.329533576965332,24.666029999753757
67,8.454450368881226,24.658519511647338
68,8.582375526428223,24.658519511644904
69,8.709317207336426,24.66602999975052
70,8.835232973098755,24.658519511647338
71,8.961201190948486,24.664957072878405
72,9.087129354476929,24.656373657902297
73,9.214056968688965,24.65744658477441
74,9.339005708694458,24.660665365389136
75,9.465914487838745,24.6542278041605
76,9.590843915939331,24.668175853497992
77,9.716773986816406,24.65422780416212
78,9.843700647354126,24.660665365390756
79,9.969627380371094,24.6553007310318
80,10.09255599975586,24.66602999975295
81,10.218498945236206,24.654227804162115
82,10.341434478759766,24.659592438515396
83,10.468356132507324,24.65637365790716
84,10.59426999092102,24.65959243852593
85,10.71919870376587,24.653154877295673
86,10.847144603729248,24.658519511651384
87,10.971056938171387,24.656373657902293
88,11.097002983093262,24.660665365387512
89,11.22391128540039,24.6692487803774
90,11.348858833312988,24.6542278041605
91,11.474767923355103,24.66602999975133
92,11.598698616027832,24.65100902355388
93,11.725626230239868,24.661738292259624
94,11.852553129196167,24.652081950420314
95,11.97648286819458,24.663884146004666
96,12.101425409317017,24.655300731030994
97,12.227340698242188,24.66388414600629
98,12.350270748138428,24.659592438525127
99,12.477215766906738,24.659592438521067
100,12.604144096374512,24.656373657902293
101,12.731071472167969,24.65315487729081
102,12.856980562210083,24.669248780374158
103,12.983744382858276,24.651009023552252
104,13.109873533248901,24.671394634122436
105,13.234802007675171,24.656373657904723
106,13.35973048210144,24.662811219132553
107,13.484660863876343,24.656373657903913
108,13.611587047576904,24.664957072877595
109,13.736233949661255,24.657446584773602
110,13.864161014556885,24.658519511644904
111,13.990263223648071,24.67032170724627
112,14.11621880531311,24.658519511650574
113,14.24116063117981,24.671394634122436
114,14.366079092025757,24.658519511644094
115,14.49100112915039,24.672467561005096
116,14.616928339004517,24.661738292264488
117,14.740875720977783,24.66817585349961
118,14.865796566009521,24.656373657902293
119,14.991713762283325,24.67246756099861
120,15.117673397064209,24.660665365389136
121,15.24257206916809,24.67139463412163
122,15.368500232696533,24.66388414600629
123,15.493446588516235,24.668175853499612
124,15.62036943435669,24.66602999975619
125,15.746302604675293,24.66495707287921
126,15.873225212097168,24.68319682976354
127,16.000153303146362,24.660665365389136
128,16.12608575820923,24.67246756099861
129,16.25200915336609,24.667102926625063
130,16.378923654556274,24.672467560996175
131,16.50491428375244,24.672467561001042
132,16.628844022750854,24.67354048787234
133,16.754772663116455,24.670321707251137
134,16.88070058822632,24.672467560997795
135,17.005629539489746,24.681050976005526
136,17.133538961410522,24.6746134147477
137,17.25748109817505,24.68319682975867
138,17.383397102355957,24.667102926631546
139,17.50633931159973,24.68426975663727
140,17.632296562194824,24.67139463412163
141,17.756234407424927,24.67675926849761
142,17.882149934768677,24.673540487873964
143,18.007079124450684,24.6810509760039
144,18.132007122039795,24.67032170724789
145,18.256949186325073,24.678905122255617
146,18.38187265396118,24.675686341623866
147,18.505807638168335,24.681050976004713
148,18.63172197341919,24.679978049127733
149,18.755665063858032,24.682123902881692
150,18.879594087600708,24.678905122253187
151,19.004523277282715,24.68856146415087
152,19.130451917648315,24.684269756639704
